loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_bal,total_acc,actual_default,default_probability,risk_score,risk_band,decision
11900.0,16.55,35000.0,25.75,0.0,18560.0,31.0,0,0.305,30.5,Medium Risk,Manual Review
25300.0,15.05,150000.0,9.46,0.0,10612.0,34.0,0,0.25,25.0,Medium Risk,Manual Review
16700.0,19.52,64000.0,16.56,0.0,7168.0,13.0,0,0.315,31.5,Medium Risk,Manual Review
5000.0,23.99,26000.0,17.67,0.0,3728.0,19.0,1,0.42,42.0,Medium Risk,Manual Review
20000.0,13.58,90000.0,27.39,0.0,10354.0,27.0,1,0.38,38.0,Medium Risk,Manual Review
24000.0,16.29,190000.0,8.63,0.0,14775.0,17.0,1,0.155,15.5,Low Risk,Approve
35000.0,8.39,98500.0,28.5,0.0,29375.0,65.0,0,0.105,10.5,Low Risk,Approve
10000.0,21.49,42000.0,22.66,0.0,18536.0,8.0,0,0.345,34.5,Medium Risk,Manual Review
15000.0,9.17,110000.0,19.79,1.0,23466.0,35.0,0,0.075,7.5,Low Risk,Approve
25000.0,5.32,200000.0,3.03,0.0,8042.0,21.0,1,0.02,2.0,Low Risk,Approve
28600.0,5.32,65000.0,14.97,0.0,52038.0,21.0,0,0.085,8.5,Low Risk,Approve
30000.0,19.03,80000.0,9.6,0.0,22854.0,11.0,0,0.32,32.0,Medium Risk,Manual Review
16000.0,6.99,88500.0,13.51,0.0,21983.0,30.0,0,0.025,2.5,Low Risk,Approve
3000.0,9.17,40000.0,20.16,0.0,7279.0,12.0,0,0.145,14.5,Low Risk,Approve
4000.0,20.49,18478.0,28.9,0.0,5114.0,4.0,0,0.38,38.0,Medium Risk,Manual Review
13475.0,8.18,100000.0,21.1,0.0,18416.0,27.0,0,0.1,10.0,Low Risk,Approve
15600.0,9.71,102000.0,7.18,0.0,21322.0,37.0,0,0.07,7.0,Low Risk,Approve
21000.0,13.68,168000.0,11.42,1.0,66163.0,51.0,0,0.19,19.0,Low Risk,Approve
25000.0,8.39,63650.0,4.0,0.0,10607.0,10.0,0,0.11,11.0,Low Risk,Approve
3000.0,12.62,65000.0,9.74,1.0,2460.0,19.0,0,0.125,12.5,Low Risk,Approve
10000.0,8.9,50000.0,25.54,0.0,16567.0,18.0,0,0.075,7.5,Low Risk,Approve
5000.0,13.49,105812.0,27.88,0.0,22924.0,27.0,0,0.16,16.0,Low Risk,Approve
15000.0,12.49,53000.0,7.38,0.0,11396.0,16.0,0,0.075,7.5,Low Risk,Approve
6000.0,9.93,45000.0,15.6,0.0,5559.0,7.0,0,0.115,11.5,Low Risk,Approve
16000.0,15.8,85000.0,19.99,0.0,16907.0,35.0,0,0.18,18.0,Low Risk,Approve
10000.0,13.53,39000.0,10.55,0.0,8471.0,8.0,0,0.1,10.0,Low Risk,Approve
10725.0,24.5,48000.0,38.4,0.0,34442.0,21.0,0,0.29,29.0,Medium Risk,Manual Review
7000.0,10.99,75000.0,15.04,0.0,26209.0,22.0,0,0.11,11.0,Low Risk,Approve
35000.0,12.29,200000.0,7.09,0.0,21448.0,15.0,0,0.29,29.0,Medium Risk,Manual Review
25000.0,13.67,97500.0,16.01,0.0,22059.0,18.0,0,0.21,21.0,Medium Risk,Manual Review
1500.0,15.8,30000.0,22.52,0.0,1245.0,30.0,0,0.2,20.0,Medium Risk,Manual Review
11725.0,19.47,53000.0,20.86,0.0,10133.0,29.0,1,0.28,28.0,Medium Risk,Manual Review
12000.0,12.69,102000.0,16.8,2.0,12839.0,35.0,1,0.06,6.0,Low Risk,Approve
16000.0,17.27,56000.0,17.38,0.0,3083.0,13.0,0,0.36,36.0,Medium Risk,Manual Review
20700.0,25.89,57500.0,25.55,0.0,12317.0,13.0,0,0.425,42.5,Medium Risk,Manual Review
2000.0,13.65,79000.0,14.54,0.0,2779.0,11.0,0,0.155,15.5,Low Risk,Approve
24000.0,22.2,60000.0,18.0,0.0,37212.0,15.0,1,0.295,29.5,Medium Risk,Manual Review
6400.0,13.59,25000.0,26.01,1.0,3499.0,20.0,1,0.215,21.5,Medium Risk,Manual Review
23325.0,13.68,58000.0,33.41,0.0,39643.0,25.0,0,0.28,28.0,Medium Risk,Manual Review
20000.0,17.77,45000.0,32.53,0.0,20025.0,28.0,1,0.585,58.5,High Risk,Reject
35000.0,13.18,90000.0,23.79,0.0,21016.0,21.0,0,0.115,11.5,Low Risk,Approve
35000.0,18.24,225000.0,32.07,3.0,133040.0,52.0,0,0.28,28.0,Medium Risk,Manual Review
5200.0,13.66,51000.0,9.25,0.0,8067.0,25.0,1,0.185,18.5,Low Risk,Approve
6000.0,8.19,56000.0,15.97,0.0,7102.0,9.0,0,0.07,7.0,Low Risk,Approve
30000.0,6.08,75000.0,2.08,0.0,4633.0,17.0,0,0.095,9.5,Low Risk,Approve
20000.0,7.91,67000.0,17.21,0.0,10796.0,20.0,0,0.065,6.5,Low Risk,Approve
35000.0,7.39,130000.0,10.89,0.0,9204.0,18.0,0,0.15,15.0,Low Risk,Approve
25000.0,7.69,144000.0,24.08,1.0,24421.0,32.0,0,0.115,11.5,Low Risk,Approve
5275.0,26.57,75000.0,7.82,3.0,1285.0,10.0,1,0.26,26.0,Medium Risk,Manual Review
3600.0,12.29,40060.0,31.85,0.0,21240.0,24.0,0,0.16,16.0,Low Risk,Approve
12000.0,13.99,70000.0,30.93,2.0,12027.0,40.0,0,0.385,38.5,Medium Risk,Manual Review
35000.0,11.14,140000.0,18.42,0.0,38258.0,43.0,0,0.06,6.0,Low Risk,Approve
21750.0,18.54,52000.0,11.84,0.0,12997.0,9.0,1,0.435,43.5,Medium Risk,Manual Review
12000.0,26.3,47775.0,21.45,0.0,4229.0,12.0,1,0.42,42.0,Medium Risk,Manual Review
10000.0,12.99,61000.0,16.52,0.0,12152.0,19.0,0,0.16,16.0,Low Risk,Approve
10000.0,11.99,125000.0,25.78,0.0,10797.0,36.0,0,0.165,16.5,Low Risk,Approve
16000.0,10.99,135000.0,8.26,0.0,10180.0,51.0,0,0.12,12.0,Low Risk,Approve
9600.0,13.05,45000.0,13.17,0.0,1865.0,39.0,0,0.175,17.5,Low Risk,Approve
14400.0,5.93,31000.0,25.3,0.0,15467.0,25.0,0,0.07,7.0,Low Risk,Approve
9250.0,9.17,67200.0,8.64,3.0,10369.0,14.0,0,0.115,11.5,Low Risk,Approve
2000.0,10.91,36500.0,4.08,0.0,310.0,4.0,0,0.16,16.0,Low Risk,Approve
6300.0,9.44,60720.0,28.0,0.0,6291.0,25.0,0,0.14,14.0,Low Risk,Approve
28000.0,7.07,120000.0,29.3,0.0,12860.0,50.0,0,0.09,9.0,Low Risk,Approve
11400.0,25.49,50000.0,24.74,0.0,32827.0,16.0,0,0.36,36.0,Medium Risk,Manual Review
5000.0,19.99,35000.0,20.44,0.0,5052.0,6.0,0,0.215,21.5,Medium Risk,Manual Review
25000.0,15.05,60000.0,28.4,0.0,27465.0,15.0,0,0.255,25.5,Medium Risk,Manual Review
30000.0,13.44,60000.0,26.06,1.0,13660.0,41.0,1,0.175,17.5,Low Risk,Approve
9800.0,19.19,62500.0,27.23,2.0,2810.0,39.0,0,0.295,29.5,Medium Risk,Manual Review
3000.0,21.49,12552.0,20.27,0.0,4770.0,11.0,1,0.4,40.0,Medium Risk,Manual Review
25000.0,16.49,107000.0,11.75,0.0,8987.0,23.0,1,0.19,19.0,Low Risk,Approve
12000.0,13.67,53040.0,18.12,0.0,11175.0,26.0,0,0.345,34.5,Medium Risk,Manual Review
11000.0,18.06,29808.0,33.09,0.0,7725.0,14.0,0,0.54,54.0,High Risk,Reject
5000.0,14.48,89000.0,37.34,0.0,3750.0,20.0,0,0.24,24.0,Medium Risk,Manual Review
12000.0,11.14,50000.0,17.21,0.0,7960.0,14.0,0,0.155,15.5,Low Risk,Approve
7000.0,13.99,44000.0,15.14,0.0,599.0,9.0,0,0.295,29.5,Medium Risk,Manual Review
28000.0,9.17,404000.0,6.84,1.0,74612.0,47.0,0,0.09,9.0,Low Risk,Approve
6000.0,7.12,64560.0,9.8,0.0,2902.0,26.0,0,0.015,1.5,Low Risk,Approve
34950.0,19.03,115000.0,28.43,0.0,23621.0,53.0,0,0.485,48.5,Medium Risk,Manual Review
8000.0,14.33,52000.0,11.42,0.0,14188.0,10.0,0,0.16,16.0,Low Risk,Approve
10625.0,18.55,25320.0,34.59,0.0,20849.0,47.0,0,0.32,32.0,Medium Risk,Manual Review
14000.0,9.67,46500.0,17.32,0.0,14022.0,14.0,0,0.08,8.0,Low Risk,Approve
16000.0,12.18,120000.0,21.58,0.0,85896.0,51.0,0,0.205,20.5,Medium Risk,Manual Review
10000.0,12.62,480000.0,5.52,0.0,13513.0,22.0,0,0.17,17.0,Low Risk,Approve
16000.0,7.9,93000.0,21.83,0.0,35458.0,54.0,1,0.145,14.5,Low Risk,Approve
4500.0,10.74,50000.0,12.82,5.0,713.0,14.0,0,0.185,18.5,Low Risk,Approve
10000.0,19.05,40000.0,10.41,0.0,10105.0,19.0,0,0.185,18.5,Low Risk,Approve
12000.0,14.48,67000.0,11.95,0.0,10274.0,37.0,0,0.21,21.0,Medium Risk,Manual Review
8000.0,8.24,49887.07,21.15,0.0,2440.0,24.0,0,0.17,17.0,Low Risk,Approve
20000.0,5.32,112000.0,16.7,0.0,7459.0,20.0,1,0.035,3.5,Low Risk,Approve
8000.0,7.62,70000.0,11.67,0.0,11471.0,31.0,0,0.045,4.5,Low Risk,Approve
12000.0,6.49,110000.0,9.52,0.0,11771.0,19.0,0,0.03,3.0,Low Risk,Approve
21000.0,10.99,72000.0,17.63,0.0,21086.0,29.0,0,0.07,7.0,Low Risk,Approve
21400.0,15.61,53500.0,20.37,0.0,12914.0,14.0,0,0.265,26.5,Medium Risk,Manual Review
1400.0,15.59,19000.0,12.7,0.0,5834.0,13.0,0,0.185,18.5,Low Risk,Approve
12000.0,12.69,45000.0,19.47,0.0,8291.0,35.0,0,0.175,17.5,Low Risk,Approve
6000.0,11.67,40000.0,28.41,4.0,8421.0,34.0,0,0.095,9.5,Low Risk,Approve
8150.0,9.8,67000.0,18.83,0.0,9616.0,36.0,0,0.085,8.5,Low Risk,Approve
29000.0,18.06,79000.0,10.92,0.0,23766.0,10.0,1,0.215,21.5,Medium Risk,Manual Review
14400.0,15.27,50000.0,23.14,0.0,22906.0,21.0,0,0.355,35.5,Medium Risk,Manual Review
6000.0,8.18,85000.0,11.73,0.0,13759.0,13.0,0,0.105,10.5,Low Risk,Approve
35000.0,8.24,173000.0,29.6,0.0,24827.0,57.0,1,0.1,10.0,Low Risk,Approve
9200.0,6.62,26297.0,20.95,0.0,13079.0,27.0,0,0.17,17.0,Low Risk,Approve
8000.0,9.62,40000.0,24.57,0.0,8488.0,15.0,0,0.105,10.5,Low Risk,Approve
35000.0,18.25,160000.0,20.02,0.0,89118.0,76.0,0,0.31,31.0,Medium Risk,Manual Review
6375.0,13.99,32000.0,16.84,0.0,1641.0,18.0,0,0.29,29.0,Medium Risk,Manual Review
8000.0,24.85,52000.0,5.4,0.0,1387.0,4.0,0,0.39,39.0,Medium Risk,Manual Review
6500.0,12.73,95000.0,4.98,0.0,15283.0,11.0,0,0.225,22.5,Medium Risk,Manual Review
10000.0,18.64,94000.0,21.37,0.0,18776.0,45.0,0,0.26,26.0,Medium Risk,Manual Review
32000.0,6.89,85000.0,22.6,0.0,18989.0,21.0,0,0.08,8.0,Low Risk,Approve
13500.0,10.99,77000.0,21.34,0.0,48266.0,20.0,0,0.12,12.0,Low Risk,Approve
14175.0,17.57,55000.0,16.58,1.0,12804.0,25.0,1,0.46,46.0,Medium Risk,Manual Review
24000.0,22.74,90000.0,21.0,0.0,73030.0,23.0,0,0.47,47.0,Medium Risk,Manual Review
24000.0,11.99,109000.0,17.83,0.0,57251.0,32.0,1,0.175,17.5,Low Risk,Approve
9600.0,14.65,35000.0,35.51,0.0,4827.0,32.0,0,0.285,28.5,Medium Risk,Manual Review
16000.0,19.05,70000.0,20.35,0.0,20896.0,34.0,0,0.23,23.0,Medium Risk,Manual Review
6400.0,12.99,35000.0,9.02,1.0,5721.0,13.0,0,0.185,18.5,Low Risk,Approve
4800.0,11.67,98000.0,8.52,0.0,4136.0,33.0,0,0.15,15.0,Low Risk,Approve
4200.0,15.31,38400.0,19.34,0.0,28896.0,15.0,0,0.245,24.5,Medium Risk,Manual Review
5000.0,15.8,60000.0,10.46,0.0,2233.0,25.0,0,0.175,17.5,Low Risk,Approve
8000.0,14.11,54996.0,12.59,0.0,6844.0,11.0,0,0.165,16.5,Low Risk,Approve
18000.0,12.12,71000.0,21.28,0.0,28071.0,20.0,0,0.19,19.0,Low Risk,Approve
14400.0,8.39,51141.0,21.54,0.0,7038.0,20.0,1,0.11,11.0,Low Risk,Approve
20000.0,18.99,91000.0,19.41,0.0,48931.0,30.0,0,0.27,27.0,Medium Risk,Manual Review
22000.0,9.76,74000.0,13.96,0.0,29613.0,31.0,0,0.095,9.5,Low Risk,Approve
13500.0,21.7,36746.0,11.1,1.0,8905.0,29.0,0,0.365,36.5,Medium Risk,Manual Review
12000.0,15.31,70000.0,8.93,1.0,6253.0,18.0,0,0.17,17.0,Low Risk,Approve
12000.0,7.99,56200.0,12.66,0.0,4932.0,9.0,1,0.04,4.0,Low Risk,Approve
7800.0,11.14,50000.0,8.87,0.0,7481.0,13.0,0,0.07,7.0,Low Risk,Approve
35000.0,15.8,130000.0,13.5,0.0,24951.0,42.0,0,0.075,7.5,Low Risk,Approve
10000.0,11.67,43000.0,23.38,0.0,12870.0,23.0,0,0.205,20.5,Medium Risk,Manual Review
15000.0,11.47,41000.0,23.27,0.0,23738.0,16.0,1,0.175,17.5,Low Risk,Approve
17000.0,9.99,93000.0,14.9,0.0,10176.0,34.0,0,0.06,6.0,Low Risk,Approve
9800.0,6.49,49000.0,15.75,3.0,5846.0,27.0,1,0.13,13.0,Low Risk,Approve
6000.0,6.68,65000.0,7.23,0.0,10311.0,31.0,0,0.04,4.0,Low Risk,Approve
10000.0,6.03,120000.0,9.48,0.0,15903.0,40.0,0,0.015,1.5,Low Risk,Approve
10700.0,8.18,41000.0,26.64,0.0,8770.0,20.0,0,0.07,7.0,Low Risk,Approve
3600.0,12.74,27650.0,19.13,0.0,4224.0,11.0,0,0.125,12.5,Low Risk,Approve
7000.0,7.97,70100.0,11.97,0.0,3086.0,11.0,0,0.08,8.0,Low Risk,Approve
12000.0,16.02,43000.0,8.96,0.0,3443.0,10.0,0,0.295,29.5,Medium Risk,Manual Review
21850.0,16.29,50000.0,15.96,0.0,13689.0,10.0,0,0.215,21.5,Medium Risk,Manual Review
12000.0,5.31,165000.0,8.15,1.0,17212.0,27.0,0,0.08,8.0,Low Risk,Approve
16000.0,10.64,75000.0,30.78,0.0,7378.0,34.0,0,0.245,24.5,Medium Risk,Manual Review
10000.0,11.47,42000.0,23.86,0.0,7988.0,28.0,1,0.17,17.0,Low Risk,Approve
24000.0,8.24,95000.0,28.76,0.0,14243.0,34.0,0,0.065,6.5,Low Risk,Approve
10000.0,18.25,50000.0,23.26,0.0,2433.0,38.0,0,0.31,31.0,Medium Risk,Manual Review
10000.0,18.99,95000.0,14.2,0.0,10959.0,13.0,1,0.27,27.0,Medium Risk,Manual Review
8000.0,7.21,65000.0,15.68,0.0,1707.0,20.0,1,0.03,3.0,Low Risk,Approve
10950.0,10.42,73000.0,16.93,1.0,15246.0,25.0,0,0.04,4.0,Low Risk,Approve
12000.0,17.77,65000.0,24.04,0.0,19776.0,19.0,1,0.49,49.0,Medium Risk,Manual Review
5600.0,11.49,32000.0,26.59,0.0,6175.0,24.0,0,0.16,16.0,Low Risk,Approve
30000.0,25.49,100000.0,11.51,0.0,26314.0,26.0,1,0.365,36.5,Medium Risk,Manual Review
11225.0,15.59,73000.0,34.27,0.0,18020.0,25.0,0,0.545,54.5,High Risk,Reject
3200.0,13.33,50000.0,22.01,2.0,5665.0,19.0,0,0.185,18.5,Low Risk,Approve
20000.0,25.82,51438.4,25.57,0.0,26562.0,23.0,0,0.59,59.0,High Risk,Reject
5500.0,15.8,20000.0,21.66,1.0,11769.0,30.0,0,0.26,26.0,Medium Risk,Manual Review
20000.0,16.55,70000.0,33.42,0.0,38755.0,37.0,0,0.345,34.5,Medium Risk,Manual Review
3600.0,16.99,12000.0,18.4,0.0,3591.0,14.0,0,0.235,23.5,Medium Risk,Manual Review
32000.0,8.9,205000.0,12.13,0.0,53153.0,22.0,0,0.1,10.0,Low Risk,Approve
3675.0,16.24,65000.0,10.99,1.0,1242.0,20.0,1,0.035,3.5,Low Risk,Approve
7000.0,15.41,54712.0,33.47,0.0,26575.0,39.0,0,0.2,20.0,Medium Risk,Manual Review
12500.0,17.57,74500.0,13.16,0.0,7775.0,19.0,0,0.28,28.0,Medium Risk,Manual Review
30000.0,17.97,140000.0,26.0,0.0,6060.0,49.0,0,0.385,38.5,Medium Risk,Manual Review
2400.0,13.33,25000.0,16.27,0.0,1745.0,7.0,0,0.15,15.0,Low Risk,Approve
12000.0,13.66,53497.6,24.72,0.0,9709.0,24.0,0,0.18,18.0,Low Risk,Approve
14000.0,14.49,130000.0,14.67,2.0,98.0,25.0,0,0.15,15.0,Low Risk,Approve
35000.0,11.49,115000.0,26.71,0.0,44202.0,28.0,0,0.22,22.0,Medium Risk,Manual Review
16000.0,11.98,63000.0,19.68,1.0,7634.0,20.0,1,0.245,24.5,Medium Risk,Manual Review
20000.0,9.99,95000.0,15.77,2.0,21039.0,21.0,0,0.11,11.0,Low Risk,Approve
6000.0,7.24,85000.0,12.3,0.0,2398.0,7.0,0,0.035,3.5,Low Risk,Approve
16000.0,15.59,60000.0,7.84,0.0,477.0,17.0,0,0.16,16.0,Low Risk,Approve
24000.0,15.61,60000.0,17.12,0.0,18744.0,17.0,0,0.435,43.5,Medium Risk,Manual Review
12925.0,16.99,36000.0,28.6,0.0,17928.0,15.0,0,0.24,24.0,Medium Risk,Manual Review
10000.0,14.07,41000.0,21.75,1.0,9029.0,28.0,0,0.3,30.0,Medium Risk,Manual Review
31000.0,14.49,62000.0,13.41,0.0,28422.0,22.0,0,0.245,24.5,Medium Risk,Manual Review
28000.0,7.62,135000.0,12.19,0.0,40302.0,27.0,0,0.015,1.5,Low Risk,Approve
20000.0,15.61,200000.0,11.45,1.0,37830.0,37.0,0,0.09,9.0,Low Risk,Approve
19475.0,7.24,114988.0,9.16,0.0,7702.0,24.0,0,0.06,6.0,Low Risk,Approve
21000.0,7.9,83000.0,14.14,0.0,10936.0,22.0,0,0.035,3.5,Low Risk,Approve
3600.0,9.93,53500.0,24.54,0.0,337.0,9.0,0,0.145,14.5,Low Risk,Approve
4000.0,13.58,32000.0,28.66,0.0,8276.0,20.0,0,0.15,15.0,Low Risk,Approve
20500.0,14.33,122000.0,31.29,0.0,49181.0,29.0,1,0.245,24.5,Medium Risk,Manual Review
15000.0,11.47,333000.0,6.12,1.0,19093.0,25.0,0,0.125,12.5,Low Risk,Approve
7000.0,12.39,55000.0,18.04,0.0,24863.0,26.0,0,0.175,17.5,Low Risk,Approve
5600.0,11.49,107000.0,27.5,3.0,37654.0,42.0,0,0.155,15.5,Low Risk,Approve
4800.0,14.46,50000.0,30.2,1.0,5102.0,53.0,0,0.15,15.0,Low Risk,Approve
5500.0,9.49,45000.0,10.29,0.0,5251.0,10.0,0,0.065,6.5,Low Risk,Approve
14400.0,12.69,40000.0,21.15,0.0,14793.0,14.0,0,0.22,22.0,Medium Risk,Manual Review
25000.0,10.64,70000.0,4.97,0.0,13157.0,13.0,0,0.135,13.5,Low Risk,Approve
7500.0,13.33,25000.0,12.52,0.0,9526.0,10.0,0,0.22,22.0,Medium Risk,Manual Review
10000.0,15.61,52000.0,21.28,0.0,7453.0,8.0,1,0.22,22.0,Medium Risk,Manual Review
2000.0,14.07,32000.0,17.22,0.0,3737.0,12.0,0,0.15,15.0,Low Risk,Approve
20000.0,29.49,65000.0,11.82,0.0,10855.0,16.0,1,0.485,48.5,Medium Risk,Manual Review
18200.0,18.99,50000.0,22.66,0.0,8786.0,29.0,1,0.37,37.0,Medium Risk,Manual Review
3000.0,22.15,34000.0,20.4,1.0,1480.0,22.0,0,0.3,30.0,Medium Risk,Manual Review
10000.0,6.49,93000.0,7.95,0.0,11324.0,33.0,0,0.01,1.0,Low Risk,Approve
4800.0,7.99,110000.0,10.16,0.0,5045.0,10.0,0,0.065,6.5,Low Risk,Approve
35000.0,14.98,160000.0,8.37,2.0,25033.0,40.0,1,0.13,13.0,Low Risk,Approve
9825.0,19.99,40000.0,4.17,0.0,6191.0,10.0,0,0.17,17.0,Low Risk,Approve
24025.0,23.28,74612.0,22.45,0.0,25035.0,37.0,1,0.365,36.5,Medium Risk,Manual Review
15800.0,7.91,100000.0,8.46,0.0,21944.0,18.0,0,0.04,4.0,Low Risk,Approve
40000.0,16.14,125000.0,18.6,0.0,5355.0,51.0,0,0.39,39.0,Medium Risk,Manual Review
12000.0,12.99,47000.0,10.96,0.0,6200.0,8.0,1,0.165,16.5,Low Risk,Approve
8000.0,7.89,40000.0,29.19,1.0,6339.0,11.0,0,0.135,13.5,Low Risk,Approve
25000.0,19.42,105000.0,21.13,0.0,28380.0,42.0,1,0.6,60.0,High Risk,Reject
12000.0,12.62,78000.0,20.17,0.0,10496.0,22.0,0,0.215,21.5,Medium Risk,Manual Review
10500.0,14.85,78000.0,17.68,0.0,12209.0,22.0,0,0.185,18.5,Low Risk,Approve
20500.0,15.61,47000.0,27.34,0.0,18872.0,42.0,0,0.55,55.0,High Risk,Reject
11500.0,17.57,75000.0,3.23,0.0,2822.0,33.0,0,0.185,18.5,Low Risk,Approve
5000.0,13.33,48000.0,13.0,0.0,2650.0,9.0,0,0.095,9.5,Low Risk,Approve
8000.0,24.85,47476.0,8.68,0.0,6074.0,8.0,1,0.29,29.0,Medium Risk,Manual Review
16000.0,11.39,80000.0,22.6,0.0,37973.0,19.0,1,0.275,27.5,Medium Risk,Manual Review
30000.0,25.57,198000.0,14.33,0.0,55892.0,21.0,0,0.19,19.0,Low Risk,Approve
13000.0,17.57,42000.0,31.23,0.0,3823.0,11.0,0,0.41,41.0,Medium Risk,Manual Review
1000.0,8.18,23000.0,16.34,1.0,3237.0,38.0,0,0.165,16.5,Low Risk,Approve
12000.0,11.49,60000.0,11.5,0.0,12483.0,28.0,1,0.13,13.0,Low Risk,Approve
10000.0,7.9,85000.0,12.79,0.0,11765.0,36.0,0,0.07,7.0,Low Risk,Approve
5500.0,23.4,72876.0,16.24,1.0,2457.0,20.0,0,0.215,21.5,Medium Risk,Manual Review
5000.0,21.27,59355.96,10.09,1.0,2490.0,6.0,0,0.23,23.0,Medium Risk,Manual Review
12000.0,10.74,60000.0,7.26,0.0,15417.0,24.0,0,0.045,4.5,Low Risk,Approve
9300.0,16.02,50000.0,15.17,0.0,9307.0,33.0,0,0.13,13.0,Low Risk,Approve
10000.0,17.57,110000.0,4.77,1.0,9403.0,28.0,0,0.18,18.0,Low Risk,Approve
17000.0,13.58,48000.0,39.78,0.0,17031.0,30.0,0,0.355,35.5,Medium Risk,Manual Review
10000.0,6.24,45000.0,4.16,0.0,4619.0,11.0,0,0.09,9.0,Low Risk,Approve
25000.0,8.59,94000.0,17.46,1.0,27434.0,19.0,0,0.115,11.5,Low Risk,Approve
3600.0,9.75,92000.0,18.2,0.0,5225.0,16.0,0,0.04,4.0,Low Risk,Approve
15375.0,15.31,80000.0,18.24,0.0,6486.0,19.0,0,0.165,16.5,Low Risk,Approve
7200.0,13.99,19300.0,29.98,0.0,14227.0,32.0,0,0.3,30.0,Medium Risk,Manual Review
17000.0,10.99,250000.0,8.62,0.0,4317.0,42.0,0,0.14,14.0,Low Risk,Approve
15000.0,17.99,70000.0,17.18,0.0,8430.0,24.0,0,0.42,42.0,Medium Risk,Manual Review
9000.0,14.22,72000.0,17.3,0.0,10689.0,23.0,0,0.08,8.0,Low Risk,Approve
22950.0,15.61,50000.0,23.07,2.0,34743.0,25.0,0,0.185,18.5,Low Risk,Approve
22500.0,14.65,45000.0,2.75,0.0,3513.0,19.0,0,0.3,30.0,Medium Risk,Manual Review
8000.0,13.67,90000.0,15.79,0.0,10459.0,19.0,0,0.105,10.5,Low Risk,Approve
15600.0,16.91,55000.0,13.99,0.0,4498.0,16.0,0,0.165,16.5,Low Risk,Approve
4650.0,14.65,54300.0,1.17,0.0,1773.0,13.0,0,0.055,5.5,Low Risk,Approve
28000.0,26.24,100000.0,4.6,0.0,11893.0,5.0,1,0.345,34.5,Medium Risk,Manual Review
20000.0,8.9,105000.0,14.39,0.0,21774.0,45.0,0,0.075,7.5,Low Risk,Approve
24000.0,11.14,81000.0,23.3,0.0,26003.0,29.0,0,0.17,17.0,Low Risk,Approve
24000.0,16.29,162000.0,9.79,0.0,22301.0,20.0,0,0.145,14.5,Low Risk,Approve
6500.0,12.69,60000.0,11.62,2.0,1329.0,30.0,0,0.26,26.0,Medium Risk,Manual Review
11825.0,19.19,65000.0,12.35,0.0,4672.0,25.0,0,0.36,36.0,Medium Risk,Manual Review
20500.0,22.9,52640.0,30.21,0.0,31423.0,19.0,0,0.44,44.0,Medium Risk,Manual Review
8425.0,28.69,26400.0,18.06,0.0,5655.0,5.0,0,0.43,43.0,Medium Risk,Manual Review
8400.0,8.9,57000.0,10.38,0.0,4169.0,13.0,0,0.06,6.0,Low Risk,Approve
20000.0,7.49,128000.0,15.65,2.0,20624.0,22.0,0,0.06,6.0,Low Risk,Approve
13000.0,17.57,40000.0,15.39,0.0,10403.0,28.0,1,0.57,57.0,High Risk,Reject
6850.0,15.31,90000.0,13.11,0.0,1941.0,35.0,0,0.2,20.0,Medium Risk,Manual Review
13500.0,19.03,41000.0,27.11,0.0,7536.0,16.0,1,0.63,63.0,High Risk,Reject
9000.0,19.72,39000.0,25.91,0.0,9504.0,13.0,0,0.385,38.5,Medium Risk,Manual Review
20000.0,16.29,60000.0,26.74,1.0,16852.0,21.0,1,0.27,27.0,Medium Risk,Manual Review
15000.0,10.64,100000.0,8.58,0.0,2762.0,46.0,0,0.16,16.0,Low Risk,Approve
10325.0,24.99,45000.0,16.83,1.0,4784.0,20.0,1,0.305,30.5,Medium Risk,Manual Review
12500.0,23.99,240000.0,6.31,0.0,114111.0,38.0,0,0.195,19.5,Low Risk,Approve
10000.0,13.99,50000.0,30.87,0.0,18338.0,24.0,0,0.33,33.0,Medium Risk,Manual Review
21200.0,23.4,60000.0,15.3,0.0,20586.0,24.0,1,0.14,14.0,Low Risk,Approve
6400.0,18.99,45000.0,26.4,0.0,2181.0,11.0,0,0.41,41.0,Medium Risk,Manual Review
8600.0,9.16,28260.0,18.0,0.0,7949.0,38.0,0,0.18,18.0,Low Risk,Approve
8300.0,9.99,26000.0,30.79,0.0,10335.0,29.0,0,0.24,24.0,Medium Risk,Manual Review
28000.0,21.99,105268.0,27.69,1.0,152641.0,58.0,1,0.265,26.5,Medium Risk,Manual Review
13275.0,17.86,50000.0,30.51,0.0,12512.0,16.0,0,0.375,37.5,Medium Risk,Manual Review
25000.0,11.67,66000.0,16.18,2.0,14230.0,29.0,0,0.135,13.5,Low Risk,Approve
10000.0,11.44,30000.0,20.72,0.0,8607.0,19.0,0,0.32,32.0,Medium Risk,Manual Review
34000.0,22.45,125000.0,11.94,0.0,33380.0,35.0,1,0.48,48.0,Medium Risk,Manual Review
15000.0,23.99,55000.0,22.56,3.0,5399.0,25.0,1,0.695,69.5,High Risk,Reject
35000.0,21.15,330000.0,8.27,3.0,6964.0,45.0,1,0.345,34.5,Medium Risk,Manual Review
12000.0,10.49,70000.0,21.51,0.0,6229.0,47.0,1,0.175,17.5,Low Risk,Approve
4800.0,16.59,34560.0,33.68,0.0,3957.0,16.0,0,0.245,24.5,Medium Risk,Manual Review
